dialog_key,context,response
LCCC-028141,"换手机了
是的啊
秒回
这个不是重点
爱你哦
早点睡吧，小丫头",我还在回家的路上
ECM-072857,还想买房不？,想买个航母漂在公海上
ECM-082091,为毛你能放假，我就不行,28周岁以下青年可以享受！
LCCC-021485,"你中蛊了？？
什么中蛊了。。。这是台词。。",我以为你没吃药
LCCC-084265,"你有事情令你兴奋的，肯定过日子特快的啦，
哎呦，什么事值得开心啊，你们好基友啊",羡慕啊，交钱就能加入的
LCCC-011999,晚安～,今天早点休息啊
ECM-069427,阿婷婷婷啊我也好怀念那时辛苦的日子.!!好想见你们好想和你们玩,但是实际上我最想念的还是千层饼
ECM-031036,黑暗熊,吐血啊。我的状态真她妈桑桑来迟。
LCCC-101050,"你真优秀
我也这么觉得
我觉着吧，你在优秀点，你把你自己也倒进垃圾桶里算了
我觉得把你扔进垃圾桶比较正确",为什么扔我！我手利索的很
LCCC-045624,"别理那些无聊的人，就算骂她又能怎样、她有本事给别人骂走啊。自己长成那样还好意思说别人，有本事她也混进娱乐圈啊。不喜欢人家就不要看嘛，又没人拿刀架在脖子上让你她看。真是无聊的人
让你她看
什么让你她看呀？听不懂
是你自己写的话呀，听不懂？？？
好吧。意思你懂，懒得理你",不吝赐教
KDCONV-002453,"蔡依林这个人你听说过吗？
当然了，她可是很有名气的女歌手呢。",她是哪年出生的呢？
LCCC-084461,自己炒的花生米吗？,不是，在家湘菜馆吃的，以后自己可以尝试下，放白砂糖比放盐别有一番味道。
LCCC-105220,"有啥不敢的，练了一身肌肉让谁看的
肌肉还没成型，现在还不敢太张扬",瞧这怂劲
LCCC-031255,表哥这个月真是破费了！,是被我也这么说
ECM-036025,妈的塞你食小布丁食死你,2年前的小布丁都未还晒
KDCONV-002358,"你好，你知道杰克·麦克布瑞尔这个人吗？
当然啦，他是一个美国的艺人。",是的，很好的一名演员，你知道他是哪里人吗？
LCCC-097217,大一的时候每个星期都会去吃！,大二以后就不吃了吗
ECM-071979,怎么了？,扭到个脚阿好痛阿阴公
LCCC-002822,请问铺面石是什么？好好看！,路边捡的铺路石+小颗粒的煤渣
LCCC-097043,"说好的减肥呢
回来在减",一起加油
LCCC-051654,"减压减压！！
瘦了十斤！",以后拍照前要么滑滑梯要么蹦迪
ECM-041361,请问票怎么买？明天想去看看,现场有售票处，排队购买。
LCCC-053153,"不忍直视的大浓妆，弥漫泥土的芬芳
那天我主持。
好嘛：不忍直视主持人的大浓妆，弥漫乡镇大舞台泥土的芬芳。
够了哥",好嘛，好好积累经验
LCCC-056777,熬夜了,是的哦
LCCC-054297,"今天还有一件喜事
啥喜事儿？你结婚啊？？
真的想知道吗？
不想",简直太没有责任心了
LCCC-098879,你起的好早,是醒了再睡
LCCC-099943,玩的开心，注意安全,谢谢，我会将你的好意代为转达
LCCC-073837,啥时候清明节啊,4.4
LCCC-100501,"晚上怎么办
等会听荔枝看看睡的着不
秒变文艺
哈哈哎呀说得我不文艺样
戴上眼镜就文艺完了
我在家里都戴眼镜的哈哈",然后没有镜片
LCCC-030688,"好好看的发色！
这么重的滤镜，你真的能看出发色？？",肯定是红色！
LCCC-108285,几时带我克你们岳口堤上放哈鞭得,满足你这个小愿望
ECM-034495,因为我都是摩羯,摩羯座的都是善良的人儿
LCCC-001943,"许夏婕那讨厌鬼
我对她那印象就是
是到处不停地挖，像挖钻石一样
到俺们家东那也挖挖挖。。。挖的我这个心烦啊
东东都没说啥。。
东东懒得理你",他怎么不赶走。
KDCONV-001580,"你好，知道史蒂文·斯皮尔伯格吗？
知道，他是个导演。
还是监制，编剧，很有才华。
你怎么知道他很有才呢？
他先后毕业于加州州立大学、南加州大学，两所都是名校啊。",不过我听说他是名犹太人，世界上最聪明的民族。
LCCC-095495,"支持的话多去B站发弹幕吧
发过了",比心
ECM-079610,刚刚吃的中秋节的第一块月饼！你吃了吗,没有啊…好想吃家里的月饼…哎…
LCCC-050323,"最近在哪呢
家呢",够早啊上班没
KDCONV-000744,"你好，你听过《Play我呸》吗？
我还看过它的MV呢，是由陈奕仁导演的，这首歌是谁创作的呢？
它是由陈星翰编曲，倪子冈作曲，李格弟作词的，我知道的够多的吧。
真厉害，那这种电子音乐的音乐你喜欢吗？
当然了，我可喜欢了呢，它还获得过该歌曲获得了第5届全球流行音乐金榜点播冠军奖。
对，还有第11届Hito流行音乐奖同时获得“Hito年度五大金曲奖”和“Hito年度蝉联冠军最久单曲奖”。
那主唱蔡依林得到什么了呢？
她获得过CCTV-MTV音乐盛典最佳女歌手，HITO流行音乐奖最受欢迎女歌手。
嗯，我知道的还有第18届台湾金曲奖最佳国语女歌手。你知道她的生日是哪天吗？",是1980年09月15日。
ECM-067490,雷峰若不出意外估计没人知道雷峰现在还有多少人知道雷峰呢?,雷锋的死，确实比较可惜
ECM-060263,别夸了他会骄傲的,骄傲也要有资本，不是谁都能骄傲的，哈哈哈
LCCC-074891,吃饱了睡觉,是的是的
LCCC-051331,"额……那只能说是你自己活该了……还有，你本来就一孩子！
比你成熟都不知有多少倍了
哼……看起来成熟了不起，你那叫少年老成再说了，自己心理还不是和小孩子一样",那叫成熟的思想，年轻的心态
LCCC-096437,"我要学法学，为好人伸张正义
我也是，不过我才高一",那么小，加油呀
LCCC-037176,"长腿！
角度问题啦哈哈",你腿长等于你姐姐身高
LCCC-052675,"亲，你的思想总是那么超前，有谋略啊，怪不得我总在回忆过去
人要做些以前以后都可能不会再做的事啊
嗯，我想做一件事啊！可是你肯定会骂我的，因为我自己也知道结果
做有意义的事，前提是有意义",哦...
ECM-077349,也对。,是那么回事...社会普遍现象
LCCC-052962,"那天吃了一次三门峡产滴奶油蛋糕。。。。那奶油假的不能再假了瞬间想念伦敦的蛋糕
哈哈，别这么说啊！小心狗仔说你耍大牌。",真心的〜
LCCC-096235,只有周一有时间平时上班到晚上十点,有空求带吃的
LCCC-094081,"晚安好梦
好梦",嗯呢早点休息咯
LCCC-092120,"下次来约一局哟
你滴滴我",好哟
ECM-050706,一言难尽啊,我与龙冬同感，但我无法表述。
LCCC-041382,把肥肉练成一身肌肉，有想法！,肌肉的＝肥肉÷5
ECM-040770,你以为是在民主国家啊,那些官员像你就好了，国家也不会这么乱了。
LCCC-034747,"基于你说的这些内容，如果我认为你是女权主义者，你会感到被冒犯吗？
或者说我觉得你支持女权，你会觉得被冒犯吗？",理由就是我里面说的第9条
LCCC-056683,"飞到天上的猴原来是你
你能飞吗",应该能吧
ECM-093453,原来你是在学习这个,我都要洗澡了，我吃饭超快的…
LCCC-022322,"小鑫鑫缩你们离得很远啊。。面不面了。。你俩
嗯啊。。。但是有希望的啊。。。。",去吧！挥泪祝福！
ECM-045800,绿箭特别版，哈哈,甘垃圾噶！
LCCC-084441,"听说南方很暖啊？
南方现在可以过夏天了",哇，是不是可以尽情地在外面浪了？唉，我心向骄阳，奈何骄阳避我而遮天，虽是暖春时节，却寒风阵阵，暖气都不能催动它的步伐，而远离~
LCCC-024393,"恭喜毕业！
毕什么业，毕业证还没有呢，哈哈哈",毕业证不太好看
ECM-034598,喔唷，要回母体去了？,我丢。你追我满网络跑呀，到哪儿都要骂骂我！
LCCC-052763,听歌,一直在听
ECM-053909,严重同意,甘你去唔去架？要报名俾钱架
ECM-006014,嗯嗯，不得怪你我幺娃最乖了,就是手机号码尾数是9999噻，我的夏普不智能得嘛，啥子微信我又莫法用
LCCC-033562,"你在想什么
我在想我最估计能休息四五天",我们估计也就5天
LCCC-034950,"我就没把你当成过女人。
我还想嫁给你呢",做人要讲诚信，说话要算数。
KDCONV-001275,"你好，康西草原在什么位置啊？
地址在北京市延庆县康庄镇西，知道这里电话吗？
知道啊，电话是010-69131638，这儿能玩多久啊？
大概3天左右，景点一般啥前儿开放啊？
通常都是8:00-17:00开放的，门票很贵吗？
还行吧，才30元。
那还不贵，景点周边可否有其他景点呢？
必须的啊，周边有官厅水库，京西帐篷主题公园等。
京西帐篷主题公园在哪儿啊？感觉应该能挺有意思。",地址在北京市延庆区康庄镇(近康西草原)。
ECM-102846,去塞班旅游了？,是啊，这边的海水还是蛮不错的
LCCC-101845,"老板杨梅要在哪里买？你家店铺里没有啊？
今晚上，现在我还在单位做屁屁踢呢
！那你使劲踢！
最后一天踢了，踢好回家过年
需要帮你踢吗？
先踢你老板
不敢哦！踢完没人给我发工资了，我就没钱买你家话梅和杨梅了！
自己当老板",好！努力！
LCCC-050783,"就知道你得晒（猫）
因为我家猫好看啊
怎么这么大了啊害怕",让我爸喂的估计我妈跟我不在家的这一个星期他一天得喂五六次
LCCC-083789,"要衣服！
实体店买的！",好喜欢
LCCC-096357,好好挤地铁，好好上班,老哥，江湖见
LCCC-034368,"顺产还是剖腹呢
顺的",好厉害顺的话痛不痛
ECM-038211,讲这样`,你这吃东西还先用水洗一下的死变态没资格评论
LCCC-061477,我在房间听到的炮竹声都盖过春晚的电视声了！,就是啊。鞭炮声一起就成哑剧了。。
LCCC-051566,"棒子最丑
丑拒
拒不承认
就是丑！不认也得认！",认了认了！！！
ECM-071887,明日地址？,远郊夏令营
LCCC-099661,发现你换发型了,等回去了就又要换回去了，，，
ECM-092868,睡觉~赏月~吃月饼,这节过的，够简单的啊！
LCCC-002622,摔！我吃饭呢钢材,就看脸其实还是很胖的.......认得出来....
LCCC-083868,列车会晚点，可能她刚好在这列车吧。晚安吧。,对自己好点
LCCC-080194,"我想点一首一起老去送给我最亲爱的室友感谢他们包容我的小脾气友谊地久天长
歌被点满啦送你一首别的歌帮你读留言",谢谢
LCCC-009100,"什么鬼记性跟我一样
哈哈，你也锁过？
对啊",我第一反应是我没带钥匙想回去拿，然后突然想起来，我不是刚放东西进后备箱么乃么！
LCCC-059419,我今天走回来的！,我们刚走就来车了！
LCCC-033359,"吃鱼籽会变傻
真的会变傻么
当然不会啦",哦哦哦，那好吧，会变聪明么？？
KDCONV-002856,"是的，她出现在很多歌手的MTV里面，她个子很高吧？
是的，168厘米，是很高了。你知道她是哪年出生的吗？
1976年11月13日。
听过她的《情义》《孤恋花》吗？
她的作品很多，大部分我都听过了，你知道她是哪家经纪公司的吗？
滚石国际音乐有限公司的。
这个是际国品牌的了，知道老板是谁吗？
董事长段钟沂。
哪年成立的啊？
1980年，总部是在哪里啊？",中国台湾。
LCCC-082837,"有神马好开心的~~
有。好多。。。。
格。。。小P孩
你是~我不是~
你就是！小屁孩！
话我~你自己系~",小屁孩还不去吃饭~~~~
ECM-064903,女朋友，女朋友，我想你。,"男朋友男朋友,我也想你。"
LCCC-000479,姐姐，你肿么拉？身体不好？,是哦！非常虚弱啊
ECM-028997,是啊，眼力真好！,看动作就知道是你！
ECM-044714,欧耶。我要努力了！,哈哈，你可以住在二奶城里面。
LCCC-042433,"在哪里
屋头撒",昨天你去解放碑没得
LCCC-013316,"世上只有妈妈好啊毫无压力--!~~~
不好意思再找家里要了…",刚开始都很难啊其实少要点很正常不用给自己压力而且你那么远你要点父母还挺高兴的放心
LCCC-041115,来吃饭吗,我等会儿要走，我妈包粽子，你吃不吃给你拿过来
LCCC-059460,"我刚刚才空啊啊
现在还忙不
一会一会的好点啦
什么一会一会的阿
工作a
好吧好好工作
我会啦我是好孩子
哈哈哈你最乖拉爱你哟
哈哈那你呢
哎呀！我也很乖嘛这回真的走拉",去吧早去早回啊
LCCC-088610,"瘦子都爱吃肉
你也爱吃〜我懂得〜重点是吃完就开始困了。。。
你这是什么模式，吃完就困",你猜〜我跟你一样，你还不了解？！
LCCC-067289,"你这身装扮，亮瞎我的眼睛
帅吧",我想看正面
LCCC-074316,"我下台就哇哇哭控制不住了都全看我。可丢人了
呵呵有这么多人爱他多好啊替他开心他去哪里都会有人替你爱他一直支持吧！加油相信还会再见的",嗯嗯。看见他就心满意足了我期待与他第四次见面
LCCC-013565,你要保住自己位置啊,保不住了，太疯狂了
LCCC-043244,"你们俩一起结拜为姐妹,如何?
-0-本来就是姐妹了
也许你说的是对的，但是大家貌似不这么觉得，不信你看他们都不说话
我亲爱的妹妹LP
不.我是你姐姐.",是?
KDCONV-002309,"你好，你去过水关长城吗？
去过，不过这里游人很少，登长城十分清静，少了人山人海的场面也很适合拍摄照片。
我这次就是和我妈去，我知道西两侧长城，两处的登城路都有修缮，而且加装了铁制扶手，所以比较安全。
那很适合你们呀，其中西侧的长城很平缓，路途也短，是大部分人会休闲漫步的地方，也很适合老人、小孩、体力较弱者游玩。
太好了，这里适合游玩几个小时啊？",2小时-4小时，你们应该没问题的，你知道门票多钱吧？
LCCC-040077,好啊，好想去那桃花盛开的地方，走桃花运，我们可以参考豆瓣上的活动，走喽~,桃花运，果然直白
KDCONV-000185,"你好，你听有《城市的天空》吗？
当然听过了，这是一首由牛奶咖啡演员的歌，不过你还记得它是哪年发行的吗？
是2012-11.20发行的，这个组合这些年也很火的，她们出了很多的流行歌曲。
是的，她们也取得了很多的成就，如2006年“第六届百事音乐风云榜颁奖典礼”最佳摇滚新人奖。
还有2015年“第十届劲歌王金曲金榜音乐盛典”最佳飞跃组合奖……
这个组合的成员都是谁啊？
分别是富妍、格非这个组合是哪年成立的啊？
2004年，“牛奶咖啡”组合正式成立的，至今也十多年了。",哦，那她们的经纪公司是哪家啊，你知道吗？
ECM-100658,眉毛很重要啊~,给力！
LCCC-040367,"新年红耶！
哈哈本命年嘛",很适合你～我也要去购置大红色小物了
LCCC-079012,"让我哥休息休息
他少玩会游戏我就满足了",也行。看到的照片里拿着手机，屏幕显示的就是游戏
LCCC-039746,静海舞王李艺彤,请问静海是什么梗？？
KDCONV-002073,"这是哪年上映的影片呀？
上映时间是2015年，还记得这是什么类型的影片吗？
这是一部家庭剧情片，知道影片采用什么对白语言吗？
记得是德语和瑞士德语，发行公司是哪家呢？
是StudioCanal，听说过吗？
不太清楚，影片编剧是谁呀？
这是由JohannaSpyri和PetraBiondinaVolpe共同编剧的，知道他们吗？
不是很了解呢！
听说导演很有名，你知道是谁吗？
嗯，这部影片是由阿兰·葛斯彭纳执导的。",原来是他呀，有所耳闻，你还记得主演都有谁吗？
LCCC-057094,"是不是我该来句凯旋哥哥~
应该是旋旋哥哥～
哈哈，要用恋爷的调调
哈哈，不介意你原创一个更嗲的调调
其实我有的，",什么呢？
LCCC-060161,"遇到对的人就很简单不是吗
是的，你遇上没？",我知道你遇到了
KDCONV-000916,"你好，你去过瑞丰农庄吗？
昨天刚从这回来，哈哈，他是一个集旅游、观光、休闲、度假、采摘、品尝于一体的新型农家乐园。我推荐你也去玩玩。
听起来不错呀，我朋友说除了采摘水果，还可以拿着钓竿到湖边垂钓，这里有草鱼、鲤鱼、鲫鱼……
哦，对，还是免费开放。农庄免费开放，采摘、垂钓等另外收费。
哦，那这里可以玩多久呢？
建议游玩3天，你知道他那里的开放时间吗？
知道，是9:00-21:00。你有他家的电话吗？
电话是010-61862221。
哦，好的，这个景点的周边还有什么地方可以玩啊？
有黑山公园，还有门头沟博物馆。",我去门头沟博物馆看看吧，这里有空调，哈哈，他家都什么时候开门啊？
ECM-098319,你把他灌醉了么,我怎么可能！我这么好怎么会麽
ECM-021683,尔康！尔康你肿么了尔康！,肿你妹啊！！！
LCCC-060347,有爱,晚安
LCCC-086774,"女儿总说她长大了要上清华大学。我说那你现在就要好好学习，要不到时考不上怎么办？她说：“那我就上清华大学幼儿园。”
这个笑话不好笑
好嘛",你在干嘛？
ECM-021492,你是该被轰炸的,我没收到你们信息呦
LCCC-102398,五官挤成一团,你懂什么
ECM-083562,不过不好意思，龟儿是大师兄,大师兄，二师兄说你是龟儿。
KDCONV-000115,"啊，那1997年她被李宗盛发掘，签约滚石唱片时还不到二十岁呀。
对呀，并且1999年才二十多一点的她，便发行了首张专辑《一夜长大》正式出道。
哦，那她是哪里人呀，我一直没弄明白？
她是出生在马来西亚，后来独立来台湾发展。
她是不是获得过很多大奖？
是的，获得过两届全球华语榜中榜最佳女歌手奖。
那关于她的歌曲你都知道哪些？
知道的可多了，说两个她的代表作，也是我特别喜欢的，《情歌》与《宁夏》。
《情歌》这首歌我知道，是收录在她《静茹&情歌—别再为他流泪》这张专辑里。
嗯，这张专辑也是她的第十张专辑。",具体是哪年发行的呀？
LCCC-078658,等我四月回来打麻将,带好钱
LCCC-093197,"他们都是战斗力不到5的渣渣。和我多聊聊，你就知道谁更厉害了！
你的优势在哪里
只要叔投资我会好好做的哈哈
你都能干什么
暖床啊
正经的
行...等我头发长出来了吧.到时候酒吧咱们喝一道
一点都不好玩
你觉得啥好玩哈哈
答非所问",你要知道什么.
ECM-062493,欢迎再次光临!,好啊…有机会偶全家去啊…哈哈哈
ECM-021946,这是到了哪里了？发这种感慨,鄞州利时百货后面居民区的家庭作坊咖啡馆。
KDCONV-001057,"他是在北京出生的。
你知道他是哪年出生的吗？
他是1987年出生的。
你知道他的英文名字吗？
他的英文名字叫Donye.S，他是射手座的吗？
不是的，他是天蝎座的。
他都获得过哪些奖项呢？
他获得过荣获首届鲁迅文化奖年度音乐奖。
你听过他哪些歌曲呢？
我听过他唱的董小姐。",那是很好听的一首歌呢。
ECM-066201,同感啊。等得好辛苦吖,哎呀，伤不起啊
LCCC-051309,好喜欢p5好有宠爱感,嗯嗯，很可爱的
ECM-102002,居然没给你放假,对啊，可怜吧！
LCCC-018391,"宇宙超级无敌美少女（哈哈哈哈哈我自己改的）
....宇宙无敌美少女在这里也是我自己改的",哈哈哈大家都是同道中人
LCCC-097620,我和我所有大学同学都零交流,有的人喜欢找我讲闲话，结果我一回应她们就越讲越来劲根本停不下来，累了
LCCC-104603,罐头广告词不错很有新意,吃的吗
KDCONV-000509,"这个知道，是一百万以上，销量好是因为大家喜欢，哈哈！
是的，这个专辑还被评为了2007年度新城国语力优秀专辑，第八届音乐风云榜（港台）最佳专辑。
对，还有IFPI香港唱片销量大奖十大销量国语唱片。
这张唱片是哪年发行的呢？
是2007年04月24日，你知道它是哪家唱片公司的吗？
是新艺宝唱片，这家公司很有实力的。
是的，像王菲、张国荣、Beyond、苏永康都是这家公司旗下的艺人。你知道它是哪年成立的吗？
是1985年成立的。这家公司现在发展的怎么样了啊？
它在98年的时候被环球收购了，之后发展的也很不错的。
那你有它家的主页吗，我多了解一下？",还真没有。
LCCC-014639,"一群嘴子，你就等着看热闹呢吧，直接发微薄
对呀等着看打架呢结果半天都一直对骂结果也没打",你扔块板砖儿进去，帮他们一下
KDCONV-000580,"啊，这个景点的周边还有什么好玩的地方呢？
有中国传媒大学，北京卡通艺术博物馆。
北京卡通艺术博物馆门票多钱？
免费开放。凭身份证领取免费参观券。
啊，你知道这里的电话吗？
电话是010-65766660。他都是什么时候开放啊？
9:00-17:00（16:00停止入馆，周一闭馆）。
这个景点的周边还有什么景点吗？
有人大戏楼，还有北京励志堂科举匾额博物馆。
那门票怎么收呢？",40元一位，你有电话吗？
LCCC-087651,追什么光啊追我就好了,是追我
ECM-031943,谁喂?,我妈天天拿个奶瓶喂它们一天5顿。。。
LCCC-056483,"早安。跟培训班上课没时间刷题怎么破
只能更加起早贪黑
困啊。怎么解。尤其是上课容易瞌睡
如果是战场还敢睡吗",啊啊啊，你说到我痛处了。你的意思是我没把它当战场是不？
LCCC-070963,这个女生好像你阿,真哩麻那我过几年拍套去
LCCC-069524,"你去年理论怎么准备的
不是发书吗？看书，然后去网上找题目做的
书看几遍",实话哈〜就随便翻了几遍〜〜就是我记不住地方我多看了几遍
KDCONV-000751,"你好，你有没有听过《抱着你》？
这首歌是2009年09月07日发行的，你知道它是谁写的吗？
它是由张震岳@纵贯线作词作曲的。
哦，那演唱者是张震岳吗？",算是吧，是纵贯线。
ECM-109576,我十一回来慢慢写,10月11号截止上传计划哦，要抓紧哦
ECM-089826,你要想死你就继续吧,你以为我没靠山好欺负是吗？妈的单挑啊。
LCCC-054981,"感冒了是不是吃错东西了？
具体不知道给",看医生啊！
LCCC-022877,我滴个女神，大份刚合适吗？,是啊，大家的饭量好小啊
LCCC-055187,"找附属静给你编
我看你满脑子都是附属精",对对对，她就是爱静静
LCCC-019374,"哈哈哈，白天睡多了，现在一点儿也不瞌睡，今儿晚自习上了，明天也上课…
嗯好辛苦我还得写作业我去写会作业真心伤不起啊",我敢说我也没写完吗？泪…还那么不着急，泪，我写字有时快有时慢，太烦人，老肉蛋！哼你快去写吧，早点睡，真不行明早早起再写昂…
ECM-094037,越来越漂亮啦！,真呢么假呢啊？
LCCC-038882,你跟我去的是一个涠洲岛嘛？？？,是啊！我夏天去的
LCCC-010432,"我想吃你
那把我送你",我收下了|ω・）
LCCC-048661,"暑假八月才开始
我也是…",一样的痛
KDCONV-001502,"对小汤山现代农业科技示范园有了解吗？
有点了解，示范园始建于1998年，2001年被国家科技部等六部委命名为北京昌平国家农业科技园区。
嗯，更是36个国家级农业园其中之一，是北京市唯一的国家级农业科技示范园区。
去此处需要门票吗？
需要，门票价格是成人票30元，学生票、老人票15元。
哦，我一直当是免费的游玩地方呢，那它的开放时间是什么时候？
全天开放。
啊，开放时间挺好，这样你还能去它边上的洼里博物馆看看。
洼里博物馆我知道，不是一个单纯的博物馆，更像是一个小型度假村，设有儿童乐园、乡村游乐场等。",是的，特适合亲子郊游。
LCCC-060268,"没错特别喜欢回忆而且感觉喜欢把有意义或者奇奇怪怪（？）的聊天记录和丑照保存下来过几年看就会觉得好有意思哦
我也是专门有个相册存截图",有难过的回忆也有很多温暖的回忆其实喜欢回忆也不全是件坏事能让我们更好的成长更珍惜当下加油
LCCC-104873,吃烤肉去啊缪老师,这是要嗨起来啊
LCCC-071385,"瑜伽如何！
根本没进去门",为啥。。。
LCCC-017493,"不说
小气
这叫霸气
你说男人和女人有什么区别？
比上不足，比下有馀。
什么意思？
什么什么意思...
你喜欢男人还是女人？
男男女女不重要用心相爱才重要
那你说怎么才算真心相爱？",偶也不知道哦，问老师吧
LCCC-102266,我在别人的忽悠下，买了个这种色号,突然感觉我的好日常这是什么星空灰？还是蓝？我不敢戴着去单位
LCCC-035398,"大哲学家
不要膜拜我",要不要传道授业解惑
ECM-029820,你啊~,哈哈。。真的？
LCCC-085806,"大师这条路的车流量怎么样？
铁路还没建成通车。公路车流量不大
较新藏线如何？",我没去过新藏线
LCCC-032429,做人真难,特别难
ECM-006565,那以后的智能机行业又进入山寨模式？,评价格只会是恶性循环，就像虚假的黄色广告毁灭黄色产业一样
ECM-065201,你自己用，哈哈。,诶…白送都没人要，无奈了。
KDCONV-000111,"哦，那这张专辑是什么曲风的呢？
它是流行风的，你知道是哪家唱片公司发行的吗？
唱片公司是环球唱片。
哦，那这个专辑得过什么奖吗？
2012年凭借该专辑苏打绿在Hito流行音乐奖颁奖典礼上获得hito乐团奖项。
好的，你知道这张专辑的制作人是谁吗？
是林暐哲，你知道这个人吗？
他创办了创办林暐哲音乐社。
哦，那他们旗下都有哪些艺人呢？
有杨乃文、莫文蔚、陶晶莹等。",那你知道公司的网址吗？
ECM-009175,早就有了美眉,啊，我是后知后觉，好久不见你了，我都上班了
LCCC-062616,"郑州航空港区，离机场可近
恭喜恭喜",谢谢
LCCC-025844,花痴,我就花痴
LCCC-095072,"为易烊千玺打call
千玺真的是最帅的一个诶",哎呦！太帅了
ECM-031231,我喜欢这个蓝色的，我的是橘黄的,我也是橘色的。橘色亮，去野外比较安全
LCCC-065065,"何大宝加油！！！
哪都有你",哥无处不在。。哈哈
LCCC-068998,兄台，想问下你，对于我这种学渣，还有什么办法可以拯救。,开玩笑的喇～好好把那张提纲背熟肯定没问题喇！加油！还有好几天呢！
ECM-037706,回家了没,呵呵，谢谢关心
ECM-032559,咋了咋了,你敢再做作点不？
KDCONV-002237,"你好，你去过广化寺吗？
当然啦，全寺拥有殿宇300间，清末民初，广化寺曾为京师图书馆，如今是北京市佛教协会所在地。
哦，那这个景点能玩几个小时啊？
0.3小时-0.3小时，用不了多久的，你可以抽空玩玩，知道他们的开放时间吗？
是9:00-16:00，这个我知道，听说是免费开放是真的吗？
是的，你说的没错，你可以打电话问问他们，你有电话吗？
你发给我吧。",电话是010-64035032;010-64076395。
LCCC-090496,"你是猴儿
我确实属猴的
你把你的年龄暴露了",又不是什么绝对隐私的事儿
LCCC-087875,"我能相信你的保证吗？我能相信你的保证吗？
你可以相信的就是你可以相信的就是
人们为了生存，可以不择手段人们为了生存，可以不择手段",我只想活下来，不管用什么方法谢谢
KDCONV-000426,"嗯，也有些了解，是中国内地男女流行乐组合。
对，是由颗粒与FLY组成。
他们的真名你知道吗？
知道，颗粒叫王越，FLY叫于鸿飞。
我记得他们成立也很长时间了吧？
是的，2005年成立，到现在也十多年了。
不过他们这个组合的口碑一直不错，获得过第六届中国金唱片奖最佳组合奖。
那他们的歌除了《日光倾城》，你还知道哪些？
《世界末日的某个角落》、《游园惊梦》都是他们的歌，也都算是他们的代表作。
《世界末日的某个角落》这个我知道，是他们首次推出自己的第一张同名EP唱片。",对，而且自然卷前女主唱曾在专辑中翻唱过，因此此歌有两种版本。
LCCC-103812,有重庆站的A1区，转手1050,几排
LCCC-023974,"都单身狗了就静静的上班赚钱吧
对哦情人节不买也得买",不买也得买，你想在情人节创高营业记录嘛
ECM-025437,姐姐你口味重为了明年做准备对伐,切怎么可能变4可以拍成汽车操纵人类对打
LCCC-016152,"阴天快乐！
是雨天！今天出去骑车了！超开心
你这脚伤100天也好不了了",不可能
LCCC-078257,你是我的菜,吃过么？
LCCC-030786,"该吃饭了，中午了
还不知道吃什么等一下都不懂怎么回去
迷路了？
这里很偏僻",有公交车吧，
KDCONV-002169,"你好，去过京西十八潭吗？
去过啊，这里可以玩2小时-4小时呢，你知道他的地址吗？
地址是北京市门头沟区王平地区办事处安家庄村境内，你有他们的电话吗？
电话是010-61833366,010-61833199,010-61833074。",啊，你知道票价吗？
LCCC-108420,"小莫为了你我来温州读大学了
什么大学
工贸
天差点我们一个学校
你哪里呀
东方职业",确实好近呀
LCCC-067541,"每天爬楼梯不知爬了多少~最近真的是身体欠安啊~我想运动,没人陪我去啊~
我阿…我运动…
你在哪啊~你又不在汕头~
我的心与你同在…
放P~
大妈把我良心当狼心
谁叫你不过来跟我一起运动啊~
你让我逃吗？
中秋国庆就给我回来~
必须的",啦啦啦啦啦~我就知道你对我好~
LCCC-053585,你这是要结婚啊？,坐等被揭穿。哈哈哈。就是试一下。
LCCC-109546,来我家吧，我闲着,哈哈，改天来杭找你喝茶。
LCCC-026061,又上班了？,一直在上啊我还没走
KDCONV-001127,"影片是在2014年8月14日上映的。
哦。那是什么类型的剧呢？
是关于剧情和喜剧方面的片。你会去看吗？
会去看吧。还有，片长是多长？
是122分钟哦。
哦。还可以。这个片的导演是谁啊？
导演是达米安·斯兹弗隆。他你也要了解吗？
是的。哈哈。他的职业就是导演吗？
是导演，也是编剧哦。
哦。他出生在什么时候？",他出生在1975年7月9日。
LCCC-026654,"木有问题！！偶也要练英文歌曲了！！！
要从慢慢得英文歌开始~",我都做好类你应该感到很惭愧
ECM-042554,哈哈,小熊猫啊~小熊猫~你真的很对我的味口
LCCC-003503,"怎么喊你大叔
因为我老了
我更老",我丑你不丑
LCCC-095347,帅哥在哪里,在你身后
LCCC-095074,求看002044，美年健康！,给我1000万，我也不买。
KDCONV-002459,"能游玩多长时间啊？
也就2小时吧。
时间稍微短了点，不知道附近还有啥景点吗？
有，雍和宫就在附近。
我知道这里，是北京市内最大的藏传佛教格鲁派（黄教）皇家寺院。
是啊，历史上这里曾是清皇四子胤禛（雍正皇帝）的府邸，乾隆皇帝的出生地。
嗯，后来改为黄教寺院，香火极旺，寺内还有很多珍贵的古建和文物，值得参观。
像这种地方门票是不是很贵呀？
普通票才25人民币，不算贵。
是不贵，周边还有什么不错的景区吗？",我觉得附近的故宫就挺不错的。
LCCC-084952,"你们那教育体制改了？
是的。哈哈哈哈。现在表示无压力~",咋改的？
ECM-058040,好漂亮,我觉得有点悲惨…我写了一个多小时
